sku_id,stock_on_hand,reorder_point,safety_stock,n_stores_carrying,last_restock_date,category,subcategory
SKU01889,213,229,86,5,2025-12-29,,
SKU01891,562,222,74,4,2025-12-23,,
SKU01892,62,182,52,2,2025-12-07,,
SKU01893,259,165,57,3,2025-12-27,,
SKU01895,459,228,84,3,2025-12-21,,
SKU01896,151,137,64,2,2025-12-03,,
SKU01897,356,157,60,2,2025-12-29,,
SKU01898,173,138,50,2,2025-12-05,,
SKU01899,152,119,41,2,2025-12-02,,
SKU01900,701,355,128,6,2025-12-27,,
SKU01901,231,130,47,2,2025-11-27,,
SKU01902,291,191,66,4,2025-12-15,,
SKU01903,7581,1605,521,25,2025-08-22,,
SKU01904,165,85,34,2,2025-12-21,,
SKU01905,438,366,130,6,2025-12-26,,
SKU01906,5770,1241,434,22,2025-08-28,,
SKU01908,106,46,17,2,2025-12-30,,
SKU01909,83,147,45,4,2025-12-16,,
SKU01911,7733,1765,610,30,2025-08-30,,
SKU01912,92,135,47,2,2025-11-23,,
SKU01913,76,102,35,2,2025-12-30,,
SKU01914,132,95,34,1,2025-12-29,,
SKU01915,8285,1808,636,29,2025-09-01,,
SKU01916,324,160,61,2,2025-11-18,,
SKU01917,264,188,42,3,2025-12-31,,
SKU01918,166,56,17,1,2025-12-17,,
SKU01919,7323,1694,620,27,2025-08-22,,
SKU01920,207,195,61,3,2025-12-18,,
SKU01921,158,109,41,3,2025-12-10,,
SKU01922,62,26,10,1,2025-11-18,,
SKU01923,619,376,120,4,2025-12-30,,
SKU01924,68,26,8,1,2025-11-23,,
SKU01925,25,106,31,3,2025-12-25,,
SKU01927,21,22,9,1,2025-11-17,,
SKU01928,155,174,72,2,2025-12-04,,
SKU01930,117,181,67,3,2025-12-28,,
SKU01931,110,78,22,2,2025-12-02,,
SKU01932,98,36,11,1,2025-11-05,,
SKU01933,104,152,52,2,2025-11-05,,
SKU01934,434,228,92,3,2025-12-12,,
SKU01935,19,40,15,1,2025-11-04,,
SKU01936,101,79,16,1,2025-12-20,,
SKU01937,239,105,32,2,2025-12-31,,
SKU01938,160,111,41,2,2025-12-21,,
SKU01939,6142,1463,501,23,2025-09-02,,
SKU01940,308,116,39,2,2025-11-28,,
SKU01941,98,36,8,1,2025-12-13,,
SKU01942,208,147,43,3,2025-12-25,,
SKU01943,150,197,67,4,2025-12-25,,
SKU01944,455,191,75,3,2025-12-13,,
SKU01945,306,242,96,4,2025-12-24,,
SKU01946,146,62,27,1,2025-11-12,,
SKU01947,248,126,36,2,2025-12-11,,
SKU01948,148,99,40,2,2025-11-29,,
SKU01949,652,359,114,5,2025-12-01,,
SKU01950,480,259,100,4,2025-12-25,,
SKU01951,112,122,49,2,2025-12-27,,
SKU01952,80,67,23,1,2025-11-06,,
SKU01953,288,149,65,2,2025-12-14,,
SKU01954,102,65,19,1,2025-11-06,,
SKU01955,518,353,111,5,2025-12-31,,
SKU01956,148,64,28,1,2025-12-01,,
SKU01958,67,65,32,1,2025-11-03,,
SKU01960,127,85,29,1,2025-12-19,,
SKU01962,403,287,110,4,2025-12-22,,
SKU01963,295,182,78,2,2025-12-23,,
SKU01964,125,67,23,1,2025-11-26,,
SKU01965,18,83,20,1,2025-11-13,,
SKU01966,158,88,25,1,2025-12-31,,
SKU01967,280,166,61,2,2025-12-16,,
SKU01968,155,159,42,3,2025-12-23,,
SKU01969,195,73,22,1,2025-12-13,,
SKU01970,7867,1773,597,29,2025-09-02,,
SKU01971,7611,1803,583,29,2025-08-14,,
SKU01972,183,66,26,1,2025-12-12,,
SKU01974,135,108,35,3,2025-11-21,,
SKU01975,51,26,12,1,2025-12-18,,
SKU01976,220,246,104,3,2025-11-29,,
SKU01977,319,212,67,3,2025-12-27,,
SKU01978,180,70,15,1,2025-11-15,,
SKU01979,75,48,24,1,2025-12-19,,
SKU01981,8785,1842,608,29,2025-08-25,,
SKU01982,236,123,32,2,2025-12-22,,
SKU01983,192,78,22,1,2025-12-24,,
SKU01984,163,118,46,2,2025-12-20,,
SKU01986,4464,1032,412,18,2025-11-03,,
SKU01987,11,23,6,1,2025-12-14,,
SKU01988,44,1077,384,19,2025-12-09,,
SKU01989,421,183,64,4,2025-12-03,,
SKU01990,44,35,15,1,2025-11-18,,
SKU01991,133,144,48,3,2025-12-16,,
SKU01992,75,45,22,1,2025-12-06,,
SKU01993,0,847,298,16,2025-10-11,,
SKU01994,374,184,53,3,2025-12-19,,
SKU01995,216,81,19,2,2025-12-16,,
SKU01996,68,158,74,2,2025-12-30,,
SKU01997,243,94,43,2,2025-12-13,,
SKU01999,69,40,20,1,2025-11-23,,
SKU02000,325,214,81,3,2025-12-07,,
SKU02001,293,124,27,2,2025-11-17,,
SKU02002,76,32,15,1,2025-11-22,,
SKU02004,82,42,14,1,2025-11-29,,
SKU02005,66,47,13,1,2025-12-04,,
SKU02007,409,218,92,3,2025-12-29,,
SKU02009,77,187,87,2,2025-12-01,,
SKU02010,441,244,98,4,2025-12-24,,
SKU02011,280,137,47,2,2025-11-18,,
SKU02012,138,93,21,1,2025-12-25,,
SKU02013,123,125,55,2,2025-12-23,,
SKU02014,8389,1833,625,29,2025-09-02,,
SKU02015,228,226,79,4,2025-12-24,,
SKU02016,127,286,114,5,2025-12-18,,
SKU02017,263,98,37,1,2025-12-03,,
SKU02018,318,126,54,2,2025-11-29,,
SKU02019,17,22,7,1,2025-12-25,,
SKU02020,163,84,36,2,2025-12-15,,
SKU02021,122,138,50,2,2025-11-27,,
SKU02022,82,125,50,2,2025-12-13,,
SKU02023,84,33,12,1,2025-11-04,,
SKU02024,147,99,26,1,2025-12-27,,
SKU02025,255,173,52,3,2025-12-17,,
SKU02026,26,35,8,1,2025-12-13,,
SKU02027,26,67,17,1,2025-11-11,,
SKU02028,211,114,31,2,2025-12-07,,
SKU02029,418,191,64,5,2025-12-27,,
SKU02030,222,187,66,2,2025-12-30,,
SKU02031,76,124,40,3,2025-12-04,,
SKU02032,290,98,35,1,2025-11-15,,
SKU02033,46,87,36,1,2025-11-22,,
SKU02034,84,78,31,2,2025-12-03,,
SKU02035,106,46,13,1,2025-11-29,,
SKU02037,143,133,49,3,2025-12-30,,
SKU02038,6590,1573,504,27,2025-11-14,,
SKU02039,173,112,42,2,2025-12-02,,
SKU02040,99,214,87,3,2025-11-14,,
SKU02042,252,162,62,3,2025-12-31,,
SKU02044,199,140,51,2,2025-12-04,,
SKU02045,76,26,11,1,2025-11-12,,
SKU02046,0,1452,470,24,2025-10-07,,
SKU02047,362,177,64,2,2025-12-15,,
SKU02048,400,250,99,4,2025-12-31,,
SKU02050,90,177,59,2,2025-12-02,,
SKU02051,103,221,77,3,2025-12-30,,
SKU02052,296,158,53,3,2025-12-06,,
SKU02053,138,62,23,2,2025-11-11,,
SKU02054,126,80,26,2,2025-12-08,,
SKU02055,5853,1345,478,24,2025-11-16,,
SKU02056,105,41,13,1,2025-12-08,,
SKU02057,7224,1559,595,26,2025-08-30,,
SKU02058,166,92,26,1,2025-11-24,,
SKU02061,62,26,10,1,2025-11-26,,
SKU02062,63,39,9,1,2025-12-15,,
SKU02063,382,225,69,3,2025-12-19,,
SKU02064,7611,1708,598,30,2025-08-31,,
SKU02065,326,249,81,4,2025-12-22,,
SKU02067,155,193,46,4,2025-12-08,,
SKU02068,53,1048,398,19,2025-12-21,,
SKU02070,4564,1016,339,19,2025-08-27,,
SKU02071,365,285,129,4,2025-12-05,,
SKU02072,236,94,31,1,2025-12-22,,
SKU02073,4,82,34,1,2025-11-18,,
SKU02074,82,62,19,1,2025-11-19,,
SKU02075,4557,1040,366,18,2025-12-08,,
SKU02076,30,51,19,1,2025-11-03,,
SKU02077,4,31,13,1,2025-11-05,,
SKU02078,228,98,29,1,2025-12-03,,
SKU02079,1,1234,457,21,2025-12-14,,
SKU02080,163,114,27,3,2025-12-04,,
SKU02081,92,86,34,2,2025-12-29,,
SKU02082,73,97,34,2,2025-12-29,,
SKU02083,89,119,33,2,2025-12-18,,
SKU02084,239,126,34,2,2025-11-08,,
SKU02085,427,175,54,4,2025-11-29,,
SKU02087,159,170,67,2,2025-11-17,,
SKU02088,43,1288,460,19,2025-12-24,,
SKU02089,163,93,30,2,2025-11-25,,
SKU02090,712,361,113,5,2025-12-09,,
SKU02091,557,288,99,4,2025-12-14,,
SKU02092,380,173,55,2,2025-11-14,,
SKU02093,267,108,28,2,2025-12-22,,
SKU02094,4523,1048,360,19,2025-12-05,,
SKU02095,235,87,29,1,2025-11-06,,
SKU02096,61,135,62,2,2025-11-12,,
SKU02097,57,73,30,2,2025-12-29,,
SKU02099,388,238,86,4,2025-12-24,,
SKU02100,469,199,64,4,2025-12-31,,
SKU02101,70,84,31,1,2025-12-01,,
SKU02103,6650,1512,568,26,2025-12-15,,
SKU02104,7332,1727,595,27,2025-09-01,,
SKU02105,218,178,62,3,2025-12-24,,
SKU02106,44,81,27,3,2025-12-21,,
SKU02107,345,264,85,5,2025-12-31,,
SKU02108,115,52,20,1,2025-12-08,,
SKU02109,49,204,84,3,2025-12-28,,
SKU02110,297,157,61,4,2025-12-30,,
SKU02111,35,62,16,1,2025-11-18,,
SKU02112,8479,1789,579,30,2025-08-29,,
SKU02113,175,98,45,1,2025-12-21,,
SKU02114,6008,1508,523,26,2025-11-02,,
SKU02115,713,273,95,4,2025-12-29,,
SKU02116,265,172,55,3,2025-11-10,,
SKU02117,81,100,46,1,2025-11-15,,
SKU02118,1,33,10,1,2025-11-16,,
SKU02119,43,42,16,1,2025-12-10,,
SKU02120,151,258,72,3,2025-12-04,,
SKU02121,50,160,64,2,2025-11-11,,
SKU02122,132,136,59,3,2025-12-07,,
SKU02123,265,159,70,2,2025-12-18,,
SKU02124,126,57,12,1,2025-11-08,,
SKU02125,109,48,17,1,2025-11-27,,
SKU02126,69,52,22,1,2025-11-26,,
SKU02127,2,59,14,1,2025-12-30,,
SKU02128,4607,1056,339,21,2025-08-31,,
SKU02129,8538,1929,655,30,2025-09-02,,
SKU02130,160,225,74,3,2025-11-21,,
SKU02131,173,84,31,1,2025-11-19,,
SKU02132,146,187,69,3,2025-12-10,,
SKU02133,56,41,13,1,2025-12-05,,
SKU02134,116,60,17,1,2025-12-23,,
SKU02135,144,79,17,1,2025-11-02,,
SKU02136,160,185,49,3,2025-12-19,,
SKU02137,179,69,34,1,2025-11-30,,
SKU02138,175,131,51,2,2025-12-25,,
SKU02139,207,89,27,1,2025-11-10,,
SKU02140,94,58,19,1,2025-11-23,,
SKU02141,208,1143,415,20,2025-12-10,,
SKU02142,5450,1278,462,22,2025-12-29,,
SKU02143,191,182,76,3,2025-12-29,,
SKU02144,83,36,13,1,2025-11-28,,
SKU02145,381,287,85,5,2025-12-29,,
SKU02146,13,67,29,1,2025-12-15,,
SKU02147,99,91,25,2,2025-11-26,,
SKU02148,301,169,63,3,2025-11-24,,
SKU02149,250,194,78,3,2025-12-12,,
SKU02150,23,26,8,1,2025-11-23,,
SKU02151,219,232,76,3,2025-12-12,,
SKU02152,88,88,32,1,2025-12-22,,
SKU02153,351,159,47,2,2025-12-20,,
SKU02154,481,330,111,4,2025-12-24,,
SKU02155,0,1050,373,20,2025-10-10,,
SKU02156,490,352,99,6,2025-12-28,,
SKU02157,78,47,21,1,2025-12-12,,
SKU02159,86,42,14,1,2025-11-13,,
SKU02160,137,47,14,1,2025-11-01,,
SKU02161,206,69,17,1,2025-11-08,,
SKU02162,46,56,22,1,2025-12-01,,
SKU02163,282,96,38,1,2025-11-05,,
SKU02164,7824,1809,632,30,2025-09-01,,
SKU02166,160,174,44,3,2025-12-17,,
SKU02167,202,98,31,2,2025-12-29,,
SKU02168,183,80,17,1,2025-12-13,,
SKU02169,634,311,118,6,2025-12-31,,
SKU02171,357,199,69,3,2025-12-22,,
SKU02172,4924,1047,334,19,2025-08-26,,
SKU02173,216,94,35,1,2025-12-17,,
SKU02175,88,120,46,2,2025-12-17,,
SKU02176,0,1253,432,23,2025-10-12,,
SKU02177,163,70,25,1,2025-11-17,,
SKU02178,64,54,14,1,2025-12-12,,
SKU02179,487,298,98,4,2025-12-20,,
SKU02180,232,223,77,4,2025-12-18,,
SKU02182,80,56,21,1,2025-12-25,,
SKU02183,134,104,39,2,2025-12-02,,
SKU02184,231,164,66,3,2025-12-23,,
SKU02185,102,73,21,1,2025-11-11,,
SKU02186,92,54,18,1,2025-11-08,,
SKU02187,126,80,34,1,2025-11-26,,
SKU02188,67,46,16,1,2025-12-10,,
SKU02189,137,119,39,2,2025-12-03,,
SKU02190,156,84,26,1,2025-11-16,,
SKU02191,274,124,40,2,2025-12-18,,
SKU02192,405,202,88,4,2025-12-11,,
SKU02193,125,57,22,1,2025-12-05,,
SKU02194,5994,1375,483,26,2025-08-26,,
SKU02195,382,272,87,4,2025-12-29,,
SKU02196,200,112,40,2,2025-12-26,,
SKU02197,269,210,78,4,2025-11-14,,
SKU02198,26,132,47,3,2025-12-30,,
SKU02199,288,183,76,3,2025-12-06,,
SKU02200,114,72,15,1,2025-11-30,,
SKU02201,364,171,53,3,2025-12-31,,
SKU02202,16,38,8,1,2025-12-06,,
SKU02203,98,138,47,3,2025-12-20,,
SKU02204,219,156,60,4,2025-12-21,,
SKU02205,7142,1700,529,30,2025-08-24,,
SKU02206,91,109,34,2,2025-12-12,,
SKU02207,215,150,68,3,2025-12-07,,
SKU02208,358,153,43,2,2025-12-16,,
SKU02209,7739,1665,570,28,2025-08-26,,
SKU02210,255,125,44,2,2025-11-15,,
SKU02211,7710,1721,526,28,2025-09-01,,
SKU02213,321,206,89,3,2025-12-18,,
SKU02214,86,128,44,2,2025-12-19,,
SKU02216,150,158,47,2,2025-12-19,,
SKU02217,7415,1726,603,30,2025-08-30,,
SKU02218,11,73,26,1,2025-11-15,,
SKU02219,64,115,47,3,2025-11-23,,
SKU02220,279,328,96,5,2025-12-25,,
SKU02221,7194,1497,553,26,2025-08-31,,
SKU02222,66,146,55,3,2025-12-29,,
SKU02223,4181,994,343,16,2025-11-01,,
SKU02224,4419,921,330,17,2025-08-20,,
SKU02226,17,25,6,1,2025-11-02,,
SKU02227,247,261,102,4,2025-12-14,,
SKU02228,310,235,74,3,2025-11-27,,
SKU02229,300,259,97,4,2025-12-22,,
SKU02230,127,171,53,3,2025-12-22,,
SKU02234,518,298,82,4,2025-12-17,,
SKU02235,114,104,46,2,2025-12-14,,
SKU02236,44,26,7,1,2025-12-14,,
SKU02237,28,26,6,1,2025-12-08,,
SKU02238,207,279,93,5,2025-12-07,,
SKU02239,250,117,33,2,2025-11-20,,
SKU02240,145,120,44,3,2025-12-30,,
SKU02241,224,86,34,2,2025-12-29,,
SKU02242,163,212,85,3,2025-12-28,,
SKU02243,155,197,77,3,2025-12-20,,
SKU02244,165,172,80,3,2025-12-15,,
SKU02245,286,326,85,5,2025-12-21,,
SKU02246,238,85,40,2,2025-11-13,,
SKU02247,0,1270,412,23,2025-10-12,,
SKU02248,7947,1716,578,28,2025-08-26,,
SKU02249,59,27,10,1,2025-11-25,,
SKU02250,23,72,33,1,2025-12-15,,
SKU02252,93,94,38,2,2025-11-23,,
SKU02253,9056,1946,645,30,2025-08-28,,
SKU02254,104,72,30,1,2025-12-20,,
SKU02255,4765,1029,358,18,2025-08-25,,
SKU02257,310,170,46,3,2025-12-31,,
SKU02258,120,136,42,2,2025-12-19,,
SKU02259,148,97,43,1,2025-12-18,,
SKU02261,168,65,26,2,2025-12-09,,
SKU02262,255,144,57,2,2025-11-19,,
SKU02263,56,20,5,1,2025-12-24,,
SKU02264,154,154,54,2,2025-12-10,,
SKU02265,143,163,62,3,2025-12-31,,
SKU02267,8084,1829,647,29,2025-09-02,,
SKU02268,291,1561,572,25,2025-11-14,,
SKU02269,451,294,92,4,2025-12-14,,
SKU02270,297,233,93,4,2025-12-15,,
SKU02271,459,336,105,6,2025-12-27,,
SKU02272,71,27,10,1,2025-12-04,,
SKU02273,396,185,55,4,2025-12-10,,
SKU02274,109,90,39,1,2025-11-01,,
SKU02275,121,45,14,1,2025-12-01,,
SKU02276,20,27,8,1,2025-12-26,,
SKU02277,8463,1866,649,28,2025-12-14,,
SKU02278,96,63,26,1,2025-12-26,,
SKU02279,7649,1794,643,26,2025-12-24,,
SKU02280,130,63,31,1,2025-11-21,,
SKU02282,123,81,39,2,2025-11-27,,
SKU02283,629,335,106,5,2025-12-09,,
SKU02284,427,201,62,3,2025-12-18,,
SKU02286,39,23,5,1,2025-11-27,,
SKU02287,338,227,63,4,2025-12-14,,
SKU02288,277,141,50,3,2025-12-30,,
SKU02289,121,260,107,4,2025-12-20,,
SKU02290,4108,909,267,16,2025-12-12,,
SKU02292,152,89,24,2,2025-12-31,,
SKU02293,281,147,66,2,2025-12-28,,
SKU02295,412,293,93,4,2025-11-26,,
SKU02296,299,148,56,3,2025-12-08,,
SKU02297,97,101,35,3,2025-11-09,,
SKU02298,438,266,101,4,2025-12-29,,
SKU02299,164,147,61,4,2025-12-26,,
SKU02300,147,81,21,2,2025-12-13,,
SKU02301,155,120,42,2,2025-12-11,,
SKU02302,8624,1810,691,28,2025-08-18,,
SKU02303,132,65,22,2,2025-12-05,,
SKU02304,398,173,71,2,2025-12-16,,
SKU02305,262,134,46,3,2025-12-29,,
SKU02307,270,211,88,3,2025-12-26,,
SKU02308,435,190,89,2,2025-12-29,,
SKU02309,67,96,35,2,2025-12-04,,
SKU02310,1,72,36,1,2025-12-02,,
SKU02311,675,376,120,5,2025-12-25,,
SKU02312,529,346,126,6,2025-12-30,,
SKU02313,309,228,78,3,2025-12-07,,
SKU02314,32,79,28,1,2025-12-14,,
SKU02315,291,138,39,2,2025-12-14,,
SKU02316,96,67,18,1,2025-12-01,,
SKU02317,266,153,50,3,2025-11-30,,
SKU02318,109,128,49,2,2025-11-13,,
SKU02319,247,141,39,2,2025-12-27,,
SKU02320,165,65,22,1,2025-12-04,,
SKU02321,205,71,35,1,2025-11-26,,
SKU02323,273,112,47,2,2025-11-28,,
SKU02324,28,115,53,2,2025-12-30,,
SKU02325,213,90,39,1,2025-11-19,,
SKU02326,126,228,84,3,2025-12-03,,
SKU02327,167,125,48,2,2025-12-07,,
SKU02328,27,87,33,2,2025-12-31,,
SKU02329,6795,1521,505,24,2025-12-20,,
SKU02330,396,255,111,4,2025-12-10,,
SKU02331,5491,1269,451,19,2025-08-26,,
SKU02332,158,117,48,3,2025-12-17,,
SKU02333,0,1058,350,16,2025-10-06,,
SKU02334,295,161,52,3,2025-12-29,,
SKU02336,123,183,62,3,2025-12-15,,
SKU02337,200,159,72,3,2025-12-02,,
SKU02339,71,41,20,1,2025-12-10,,
SKU02340,0,1371,451,21,2025-10-12,,
SKU02341,290,107,51,2,2025-11-15,,
SKU02342,137,129,42,2,2025-12-30,,
SKU02343,242,197,81,3,2025-12-14,,
SKU02344,71,80,24,2,2025-12-31,,
SKU02345,312,169,78,2,2025-11-26,,
SKU02346,203,91,36,1,2025-12-10,,
SKU02347,15,42,10,1,2025-12-05,,
SKU02348,3,22,10,1,2025-12-15,,
SKU02349,477,324,123,4,2025-12-21,,
SKU02350,304,125,33,2,2025-12-18,,
SKU02351,7177,1579,534,28,2025-09-02,,
SKU02352,218,114,28,2,2025-11-18,,
SKU02353,239,145,34,2,2025-12-30,,
SKU02354,174,71,23,1,2025-12-13,,
SKU02355,92,1399,509,24,2025-12-19,,
SKU02356,345,162,64,2,2025-11-19,,
SKU02357,451,276,110,5,2025-12-24,,
SKU02358,363,171,59,2,2025-12-09,,
SKU02359,266,100,21,1,2025-12-31,,
SKU02360,284,142,54,2,2025-12-19,,
SKU02361,204,133,42,2,2025-12-11,,
SKU02362,462,249,85,3,2025-12-27,,
SKU02363,242,140,45,2,2025-11-23,,
SKU02364,68,110,35,3,2025-11-26,,
SKU02365,4899,1212,402,18,2025-12-11,,
SKU02367,311,189,68,3,2025-11-29,,
SKU02368,1,1231,384,20,2025-11-06,,
SKU02369,39,31,15,1,2025-12-21,,
SKU02370,32,153,37,2,2025-12-24,,
SKU02371,132,109,43,2,2025-11-21,,
SKU02373,79,87,26,2,2025-12-30,,
SKU02374,227,132,51,2,2025-12-01,,
SKU02375,5481,1217,426,20,2025-11-24,,
SKU02376,8357,1881,633,28,2025-08-25,,
SKU02377,270,190,61,3,2025-12-29,,
SKU02378,115,175,52,2,2025-12-28,,
SKU02379,261,196,75,2,2025-12-18,,
SKU02380,365,191,48,3,2025-12-20,,
SKU02381,0,1397,489,26,2025-10-07,,
SKU02382,249,147,48,3,2025-11-22,,
SKU02383,173,68,26,1,2025-11-25,,
SKU02384,74,30,11,1,2025-11-20,,
SKU02385,72,72,27,2,2025-12-26,,
SKU02386,7152,1699,640,28,2025-12-19,,
SKU02387,7239,1716,617,30,2025-08-27,,
SKU02388,114,85,34,2,2025-11-13,,
SKU02389,241,201,65,3,2025-12-27,,
SKU02390,103,56,17,1,2025-12-29,,
SKU02391,137,75,30,1,2025-11-19,,
SKU02392,125,69,31,1,2025-12-03,,
SKU02393,152,102,31,2,2025-12-07,,
SKU02394,192,196,74,3,2025-12-18,,
SKU02395,121,65,24,1,2025-11-23,,
SKU02396,157,128,37,2,2025-11-15,,
SKU02397,355,155,51,3,2025-12-30,,
SKU02398,135,84,19,2,2025-11-23,,
SKU02399,226,119,44,2,2025-11-29,,
SKU02401,0,1009,378,17,2025-10-12,,
SKU02402,466,186,79,4,2025-12-31,,
SKU02403,221,111,32,2,2025-12-10,,
SKU02404,219,177,52,3,2025-11-24,,
SKU02406,456,275,97,5,2025-12-19,,
SKU02407,137,200,83,3,2025-12-05,,
SKU02408,6797,1441,486,25,2025-09-01,,
SKU02409,26,94,38,1,2025-12-07,,
SKU02410,711,332,104,4,2025-12-29,,
SKU02412,158,92,34,2,2025-12-18,,
SKU02413,475,249,71,3,2025-11-29,,
SKU02414,31,53,14,1,2025-11-28,,
SKU02416,187,140,52,3,2025-11-15,,
SKU02417,169,100,34,1,2025-12-10,,
SKU02418,66,92,38,2,2025-12-30,,
SKU02419,29,29,6,1,2025-11-18,,
SKU02420,105,53,19,2,2025-12-27,,
SKU02421,7163,1630,616,29,2025-08-30,,
SKU02422,151,55,27,1,2025-11-18,,
SKU02423,382,223,72,3,2025-12-29,,
SKU02424,326,187,51,2,2025-12-09,,
SKU02425,5066,1145,409,19,2025-09-02,,
SKU02426,139,79,39,1,2025-11-28,,
SKU02427,419,433,139,7,2025-12-27,,
SKU02428,335,241,89,4,2025-12-26,,
SKU02429,78,91,39,1,2025-12-05,,
SKU02431,121,45,21,1,2025-11-21,,
SKU02432,89,90,37,2,2025-12-23,,
SKU02433,191,306,114,5,2025-11-26,,
SKU02434,203,100,39,2,2025-12-31,,
SKU02435,118,51,17,2,2025-12-08,,
SKU02436,5607,1284,413,24,2025-09-01,,
SKU02437,165,63,16,1,2025-12-14,,
SKU02438,389,169,67,3,2025-12-31,,
SKU02439,354,184,73,4,2025-12-29,,
SKU02440,391,149,67,2,2025-12-18,,
SKU02441,112,45,15,1,2025-11-03,,
SKU02442,307,282,99,6,2025-12-25,,
SKU02444,105,192,62,2,2025-12-31,,
SKU02445,184,64,25,1,2025-11-14,,
SKU02446,7425,1645,566,27,2025-09-02,,
SKU02447,188,96,39,1,2025-12-05,,
SKU02448,627,322,107,4,2025-12-29,,
SKU02449,147,1486,499,24,2025-12-29,,
SKU02450,511,234,100,3,2025-12-25,,
SKU02451,218,80,18,1,2025-11-23,,
SKU02452,259,182,60,3,2025-12-31,,
SKU02453,12,22,6,1,2025-11-08,,
SKU02454,185,193,52,3,2025-12-29,,
SKU02455,480,208,82,4,2025-12-27,,
SKU02456,305,132,49,2,2025-11-25,,
SKU02457,210,194,62,3,2025-12-20,,
SKU02458,113,89,36,1,2025-11-05,,
SKU02459,218,88,36,1,2025-11-09,,
SKU02461,38,24,10,1,2025-11-01,,
SKU02462,5,1272,407,23,2025-11-29,,
SKU02463,7161,1566,517,25,2025-09-01,,
SKU02464,85,29,6,1,2025-12-02,,
SKU02465,197,199,70,3,2025-12-16,,
SKU02466,127,56,14,1,2025-11-19,,
SKU02467,191,154,50,2,2025-12-26,,
SKU02469,263,189,65,3,2025-12-29,,
SKU02470,101,72,27,1,2025-12-07,,
SKU02471,7930,1691,572,28,2025-08-31,,
SKU02472,7588,1803,626,30,2025-09-01,,
SKU02473,246,227,100,4,2025-12-31,,
SKU02475,234,195,87,3,2025-12-27,,
SKU02476,197,128,53,2,2025-12-23,,
SKU02477,33,43,19,1,2025-12-20,,
SKU02478,146,122,43,2,2025-12-26,,
SKU02479,29,100,27,1,2025-11-17,,
SKU02481,294,249,78,4,2025-12-28,,
SKU02482,0,1188,417,20,2025-10-11,,
SKU02483,247,130,46,3,2025-12-22,,
SKU02484,167,1588,576,25,2025-11-23,,
SKU02485,89,145,64,3,2025-12-29,,
SKU02486,15,172,79,3,2025-12-06,,
SKU02487,181,217,68,3,2025-12-21,,
SKU02488,351,331,114,5,2025-12-26,,
SKU02491,21,26,5,1,2025-11-29,,
SKU02492,162,166,46,2,2025-11-24,,
SKU02493,696,378,141,6,2025-12-31,,
SKU02494,440,234,91,4,2025-11-27,,
SKU02496,196,124,48,2,2025-11-20,,
SKU02497,139,84,19,2,2025-11-22,,
SKU02498,138,67,16,1,2025-11-25,,
SKU02500,8585,1935,641,30,2025-09-01,,
SKU02501,5819,1276,468,23,2025-08-30,,
SKU02502,486,370,126,5,2025-12-14,,
SKU02503,0,1050,370,22,2025-10-10,,
SKU02504,215,137,40,2,2025-12-03,,
SKU02506,24,91,40,2,2025-12-03,,
SKU02507,64,40,15,1,2025-12-14,,
SKU02508,620,348,109,4,2025-11-30,,
SKU02509,187,154,46,2,2025-12-31,,
SKU02510,349,148,56,3,2025-12-22,,
SKU02511,361,164,61,2,2025-12-06,,
SKU02512,368,228,88,4,2025-12-29,,
SKU02513,439,291,88,4,2025-12-29,,
SKU02514,8910,1970,650,30,2025-08-29,,
SKU02515,162,106,36,3,2025-11-15,,
SKU02516,271,207,71,3,2025-12-29,,
SKU02517,265,94,45,1,2025-11-03,,
SKU02518,11,26,7,1,2025-12-23,,
SKU02519,6960,1557,551,25,2025-08-30,,
SKU02520,7911,1719,551,27,2025-09-02,,
SKU02521,84,34,8,1,2025-11-01,,
SKU02522,352,155,46,3,2025-12-28,,
SKU02523,464,306,86,4,2025-12-08,,
SKU02524,116,58,25,1,2025-12-05,,
SKU02525,41,47,22,1,2025-11-05,,
SKU02526,35,1311,471,24,2025-11-23,,
SKU02527,136,140,49,2,2025-11-21,,
SKU02528,67,132,39,2,2025-11-03,,
SKU02529,248,198,65,3,2025-12-31,,
SKU02530,206,177,71,2,2025-12-07,,
SKU02531,0,1600,600,24,2025-10-12,,
SKU02532,144,1327,474,20,2025-12-16,,
SKU02533,5868,1304,427,25,2025-08-21,,
SKU02534,6802,1561,524,25,2025-08-26,,
SKU02535,249,187,71,3,2025-12-30,,
SKU02536,88,79,18,1,2025-12-05,,
SKU02537,142,176,80,3,2025-12-27,,
SKU02538,73,1425,471,21,2025-12-20,,
SKU02539,263,140,54,2,2025-11-09,,
SKU02540,20,41,14,1,2025-11-16,,
SKU02541,8329,1893,699,29,2025-08-31,,
SKU02542,214,220,66,3,2025-11-22,,
SKU02543,0,1225,460,22,2025-10-12,,
SKU02544,339,246,86,3,2025-12-20,,
SKU02546,7365,1553,555,22,2025-09-02,,
SKU02549,262,145,50,2,2025-12-12,,
SKU02550,86,75,23,1,2025-12-18,,
SKU02551,129,119,51,2,2025-12-06,,
SKU02552,301,183,62,3,2025-12-28,,
SKU02553,14,25,8,1,2025-12-16,,
SKU02554,267,188,66,3,2025-12-30,,
SKU02555,236,123,51,2,2025-12-28,,
SKU02556,315,190,51,3,2025-11-26,,
SKU02557,149,107,33,2,2025-12-13,,
